ENTRY AUDIT — Nimitz Graybook Vol. I
========================================================================
                                    BEFORE  AFTER (displayed)
                                (raw JSON)       (entries.js)
------------------------------------------------------------------------
Clean (0 flags)                    23 (10%)       115 (51%)
Minor issues (1–2 flags)          204 (90%)       112 (49%)
Significant (3+ flags)              0 (0%)         0 (0%)
------------------------------------------------------------------------
Avg words / entry                     1040                323
Median words / entry                   264                245
Max words / entry                    22884               1000

Thresholds: OCR > 5  |  short < 100w  |  frags > 30% paras under 10 words
Columns: date  words  ocr  frags  [flags]

CLEAN  (115 entries — no flags — display-ready)
------------------------------------------------------------------------
  1942-04-11  words:  39  ocr:  0  frags:  0%  [too_short=39w]
  1942-04-12  words:  92  ocr:  0  frags:  0%  [too_short=92w]
  1942-04-15  words: 849  ocr: 10  frags:  8%  [ocr_score=10]
  1942-04-18  words: 279  ocr:  4  frags: 59%  [frag_paras=20/34=59%]
  1942-04-21  words:  51  ocr:  1  frags:  0%  [too_short=51w]
  1942-04-26  words: 639  ocr:  7  frags: 56%  [ocr_score=7, frag_paras=41/73=56%]
  1942-04-28  words: 932  ocr: 10  frags:  0%  [ocr_score=10]
  1942-04-30  words: 491  ocr:  4  frags: 85%  [frag_paras=63/74=85%]
  1942-05-04  words: 361  ocr:  7  frags:  0%  [ocr_score=7]
  1942-05-05  words: 202  ocr: 10  frags:  0%  [ocr_score=10]
  1942-05-06  words: 479  ocr:  4  frags: 46%  [frag_paras=25/54=46%]
  1942-05-07  words: 298  ocr:  6  frags:  0%  [ocr_score=6]
  1942-05-09  words: 714  ocr:  1  frags: 47%  [frag_paras=35/75=47%]
  1942-05-10  words:1000  ocr: 11  frags:  0%  [ocr_score=11]
  1942-05-12  words: 406  ocr:  9  frags: 58%  [ocr_score=9, frag_paras=29/50=58%]
  1942-05-14  words: 269  ocr:  5  frags: 57%  [frag_paras=20/35=57%]
  1942-05-21  words: 241  ocr: 13  frags:  0%  [ocr_score=13]
  1942-05-23  words: 287  ocr:  6  frags:  0%  [ocr_score=6]
  1942-05-24  words: 225  ocr:  6  frags:  0%  [ocr_score=6]
  1942-05-27  words: 715  ocr:  5  frags: 56%  [frag_paras=45/81=56%]
  1942-05-28  words: 264  ocr:  5  frags: 62%  [frag_paras=18/29=62%]
  1942-05-30  words: 918  ocr:  6  frags: 58%  [ocr_score=6, frag_paras=62/106=58%]
  1942-06-02  words: 828  ocr: 10  frags: 62%  [ocr_score=10, frag_paras=63/101=62%]
  1942-06-03  words: 273  ocr:  6  frags:  0%  [ocr_score=6]
  1942-06-07  words: 608  ocr: 17  frags:  0%  [ocr_score=17]
  1942-06-11  words: 279  ocr:  8  frags:  0%  [ocr_score=8]
  1942-06-12  words: 175  ocr:  7  frags:  0%  [ocr_score=7]
  1942-06-14  words: 219  ocr:  1  frags: 54%  [frag_paras=14/26=54%]
  1942-06-16  words: 479  ocr:  2  frags: 38%  [frag_paras=18/47=38%]
  1942-06-28  words: 342  ocr:  6  frags:  0%  [ocr_score=6]
  1942-06-30  words: 619  ocr: 17  frags:  0%  [ocr_score=17]
  1942-07-02  words: 367  ocr: 14  frags:  0%  [ocr_score=14]
  1942-07-04  words: 345  ocr: 13  frags:  0%  [ocr_score=13]
  1942-07-05  words:  58  ocr:  0  frags:  0%  [too_short=58w]
  1942-07-07  words:1000  ocr: 15  frags:  0%  [ocr_score=15]
  1942-07-10  words: 601  ocr: 12  frags: 49%  [ocr_score=12, frag_paras=31/63=49%]
  1942-07-12  words:1000  ocr: 10  frags:  0%  [ocr_score=10]
  1942-07-14  words: 211  ocr:  3  frags: 33%  [frag_paras=1/3=33%]
  1942-07-16  words: 135  ocr:  1  frags: 54%  [frag_paras=7/13=54%]
  1942-07-17  words: 402  ocr:  6  frags: 37%  [ocr_score=6, frag_paras=15/41=37%]
  1942-07-23  words: 200  ocr:  2  frags: 44%  [frag_paras=7/16=44%]
  1942-07-25  words: 742  ocr:  9  frags:  0%  [ocr_score=9]
  1942-07-29  words: 215  ocr:  7  frags:  0%  [ocr_score=7]
  1942-07-30  words: 217  ocr:  3  frags: 61%  [frag_paras=14/23=61%]
  1942-07-31  words: 847  ocr: 11  frags:  0%  [ocr_score=11]
  1942-08-02  words: 147  ocr:  1  frags: 47%  [frag_paras=8/17=47%]
  1942-08-03  words: 840  ocr:  9  frags:  0%  [ocr_score=9]
  1942-08-07  words: 338  ocr:  7  frags:  0%  [ocr_score=7]
  1942-08-08  words: 203  ocr:  9  frags:  0%  [ocr_score=9]
  1942-08-09  words: 296  ocr:  6  frags:  0%  [ocr_score=6]
  1942-08-11  words: 286  ocr:  9  frags:  0%  [ocr_score=9]
  1942-08-14  words: 425  ocr:  9  frags:  0%  [ocr_score=9]
  1942-08-15  words:1000  ocr: 16  frags:  0%  [ocr_score=16]
  1942-08-20  words:1000  ocr: 22  frags:  0%  [ocr_score=22]
  1942-08-23  words: 699  ocr: 11  frags:  0%  [ocr_score=11]
  1942-08-26  words: 590  ocr: 11  frags:  0%  [ocr_score=11]
  1942-08-28  words:1000  ocr: 22  frags:  0%  [ocr_score=22]
  1942-08-31  words:1000  ocr:  8  frags:  0%  [ocr_score=8]
  1942-09-03  words:  50  ocr:  0  frags:  0%  [too_short=50w]

SIGNIFICANT ISSUES  (0 entries — 3+ flags — needs attention)
------------------------------------------------------------------------
  (none)
