OCR Corrections — 2515 substitutions across 246 entries
========================================================================
DATE         RULE             ORIGINAL                     CORRECTED
1942-03-19   hyphen_join      Indica-tions                 Indications
1942-03-19   allcaps_prefix   -MIDWAY                      MIDWAY
1942-03-19   stray_symbol     Salama\ia                    Salamaia
1942-03-20   phrase_norm      Cominch                      COMINCH
1942-03-20   phrase_norm      Cominch                      COMINCH
1942-03-22   hyphen_join      re-ceived                    received
1942-03-22   hyphen_join      concern-ing                  concerning
1942-03-22   hyphen_join      under-water                  underwater
1942-03-22   stray_punct_prefix ;arch                        arch
1942-03-23   phrase_norm      Cominch                      COMINCH
1942-03-23   hyphen_join      Aus-tralia                   Australia
1942-03-24   phrase_norm      Cominch                      COMINCH
1942-03-24   symbol_repair    a~ay                         anay
1942-03-24   stray_symbol     l~dmiral                     ldmiral
1942-03-24   stray_symbol     CALIPOI1l~IA                 CALIPOI1lIA
1942-03-24   symbol_repair    ex~ected                     exsected
1942-03-24   symbol_repair    strate~ic                    strategic
1942-03-25   hyphen_join      de-parted                    departed
1942-03-26   phrase_norm      Cominch                      COMINCH
1942-03-27   phrase_norm      Cominch                      COMINCH
1942-03-28   phrase_norm      Cominch                      COMINCH
1942-03-28   phrase_norm      Cominch                      COMINCH
1942-03-29   hyphen_join      sur-prising                  surprising
1942-03-29   hyphen_join      arrange-ments                arrangements
1942-03-31   phrase_norm      Comineh                      COMINCH
1942-03-31   phrase_norm      Comineh                      COMINCH
1942-03-31   phrase_norm      Comineh                      COMINCH
1942-03-31   phrase_norm      Comineh                      COMINCH
1942-03-31   hyphen_join      con-cerning                  concerning
1942-04-01   phrase_norm      Cominch                      COMINCH
1942-04-01   hyphen_join      reorganiza-tion              reorganization
1942-04-01   hyphen_join      Sub-marines                  Submarines
1942-04-02   phrase_norm      Cominch                      COMINCH
1942-04-02   phrase_norm      Cominch                      COMINCH
1942-04-02   phrase_norm      Cominch                      COMINCH
1942-04-02   phrase_norm      Cominch                      COMINCH
1942-04-02   phrase_norm      Cominch                      COMINCH
1942-04-02   phrase_norm      Cominch                      COMINCH
1942-04-02   phrase_norm      Cominch                      COMINCH
1942-04-02   phrase_norm      Cominch                      COMINCH
1942-04-02   phrase_norm      CINCFAC                      CINCPAC
1942-04-02   phrase_norm      CINCFAC                      CINCPAC
1942-04-02   phrase_norm      CINCPAG                      CINCPAC
1942-04-02   hyphen_join      de-tail                      detail
1942-04-02   hyphen_join      in-structions                instructions
1942-04-02   hyphen_join      load-ing                     loading
1942-04-02   hyphen_join      move-ments                   movements
1942-04-02   hyphen_join      head-quarters                headquarters
1942-04-02   hyphen_join      Bat-talion                   Battalion
1942-04-02   hyphen_join      concentra-tions              concentrations
1942-04-02   hyphen_join      possi-ble                    possible
1942-04-02   hyphen_join      pecul-iarly                  peculiarly
1942-04-02   hyphen_join      import-ance                  importance
1942-04-02   hyphen_join      West-ern                     Western
1942-04-02   hyphen_join      punish-ment                  punishment
1942-04-02   hyphen_join      with-out                     without
1942-04-02   hyphen_join      re-quirements                requirements
1942-04-02   hyphen_join      fin-ancial                   financial
1942-04-02   hyphen_join      inha-bitants                 inhabitants
1942-04-02   hyphen_join      practic-able                 practicable
1942-04-02   hyphen_join      pro-poses                    proposes
1942-04-02   hyphen_join      im-mediate                   immediate
1942-04-02   hyphen_join      Con-sider                    Consider
1942-04-02   hyphen_join      com-plete                    complete
1942-04-02   hyphen_join      com-menced                   commenced
1942-04-02   hyphen_join      in-spection                  inspection
1942-04-02   hyphen_join      communi-cations              communications
1942-04-02   hyphen_join      service-able                 serviceable
1942-04-02   hyphen_join      pro-ceed                     proceed
1942-04-02   hyphen_join      com-pletion                  completion
1942-04-02   hyphen_join      infor-mation                 information
1942-04-02   hyphen_join      opera-tions                  operations
1942-04-02   hyphen_join      According-ly                 Accordingly
1942-04-02   hyphen_join      Calif-ornia                  California
1942-04-02   hyphen_join      contem-plated                contemplated
1942-04-02   hyphen_join      concern-ing                  concerning
1942-04-02   hyphen_join      organiza-tion                organization
1942-04-02   hyphen_join      de-liver                     deliver
1942-04-02   stray_punct      Par.ch                       Parch
1942-04-03   phrase_norm      Cominch                      COMINCH
1942-04-03   phrase_norm      Cominch                      COMINCH
1942-04-03   phrase_norm      Cominch                      COMINCH
1942-04-03   hyphen_join      com-pletion                  completion
1942-04-04   phrase_norm      Cominch                      COMINCH
1942-04-04   phrase_norm      Cominch                      COMINCH
1942-04-04   phrase_norm      Cominch                      COMINCH
1942-04-04   hyphen_join      agree-ment                   agreement
1942-04-04   hyphen_join      rela-tionships               relationships
1942-04-04   hyphen_join      improve-ment                 improvement
1942-04-05   hyphen_join      Informa-tion                 Information
1942-04-06   phrase_norm      Cominch                      COMINCH
1942-04-06   phrase_norm      Cominch                      COMINCH
1942-04-06   phrase_norm      Cominch                      COMINCH
1942-04-06   hyphen_join      modi-fication                modification
1942-04-07   hyphen_join      re-turned                    returned
1942-04-08   hyphen_join      re-turned                    returned
1942-04-08   hyphen_join      sub-marines                  submarines
1942-04-08   hyphen_join      pro-ject                     project
1942-04-08   hyphen_join      pre-liminary                 preliminary
1942-04-08   stray_punct_prefix .rain                        rain
1942-04-08   digit_sub        BA3ED                        BAgED
1942-04-10   phrase_norm      Cominch                      COMINCH
1942-04-10   phrase_norm      Cominch                      COMINCH
1942-04-10   phrase_norm      Cominch                      COMINCH
1942-04-13   hyphen_join      Ar-rangements                Arrangements
1942-04-13   stray_symbol     under\vay                    undervay
1942-04-14   phrase_norm      Cominch                      COMINCH
1942-04-14   phrase_norm      Cominch                      COMINCH
1942-04-14   phrase_norm      Cominch                      COMINCH
1942-04-14   phrase_norm      CINCFAC                      CINCPAC
1942-04-14   hyphen_join      replenish-ment               replenishment
1942-04-15   phrase_norm      Cominch                      COMINCH
1942-04-15   phrase_norm      Cominch                      COMINCH
1942-04-15   phrase_norm      Cominch                      COMINCH
1942-04-15   phrase_norm      Cominch                      COMINCH
1942-04-15   phrase_norm      Cominch                      COMINCH
1942-04-15   phrase_norm      Cominch                      COMINCH
1942-04-15   phrase_norm      CINCFAC                      CINCPAC
1942-04-15   hyphen_join      reinforce-ment               reinforcement
1942-04-15   hyphen_join      Ser-vice                     Service
1942-04-15   hyphen_join      arrange-ment                 arrangement
1942-04-15   hyphen_join      rendez-vous                  rendezvous
1942-04-15   hyphen_join      pro-visions                  provisions
1942-04-15   hyphen_join      demar-cation                 demarcation
1942-04-15   hyphen_join      Includ-ing                   Including
1942-04-15   hyphen_join      stra-tegic                   strategic
1942-04-15   hyphen_join      exer-cising                  exercising
1942-04-15   hyphen_join      dupli-cating                 duplicating
1942-04-15   hyphen_join      admir-alty                   admiralty
1942-04-15   hyphen_join      In-structions                Instructions
1942-04-15   hyphen_join      re-lieved                    relieved
1942-04-15   hyphen_join      re-port                      report
1942-04-15   hyphen_join      requir-ing                   requiring
1942-04-15   hyphen_join      pre-pared                    prepared
1942-04-15   hyphen_join      con-tains                    contains
1942-04-15   hyphen_join      be-quest                     bequest
1942-04-15   hyphen_join      permanent-ly                 permanently
1942-04-15   hyphen_join      promul-gated                 promulgated
1942-04-15   hyphen_join      per-sonnel                   personnel
1942-04-15   hyphen_join      Inter-Island                 InterIsland
1942-04-15   hyphen_join      am-munition                  ammunition
1942-04-15   hyphen_join      re-quirements                requirements
1942-04-17   phrase_norm      Cominch                      COMINCH
1942-04-17   hyphen_join      com-pletion                  completion
1942-04-18   stray_punct_prefix .The                         The
1942-04-20   phrase_norm      Cominch                      COMINCH
1942-04-20   hyphen_join      at-tacks                     attacks
1942-04-20   hyphen_join      South-west                   Southwest
1942-04-20   hyphen_join      ten-tatively                 tentatively
1942-04-20   hyphen_join      oper-ations                  operations
1942-04-20   hyphen_join      ship-ping                    shipping
1942-04-20   hyphen_join      prob-ably                    probably
1942-04-20   hyphen_join      north-west                   northwest
1942-04-20   hyphen_join      Instruc-tions                Instructions
1942-04-20   hyphen_join      effici-ently                 efficiently
1942-04-20   hyphen_join      re-quired                    required
1942-04-20   hyphen_join      ves-sels                     vessels
1942-04-20   hyphen_join      trans-ports                  transports
1942-04-20   hyphen_join      Maraud-ers                   Marauders
1942-04-20   hyphen_join      ves-sels                     vessels
1942-04-20   hyphen_join      run-way                      runway
1942-04-20   hyphen_join      yes-terday                   yesterday
1942-04-20   hyphen_join      South-west                   Southwest
1942-04-20   hyphen_join      essen-tial                   essential
1942-04-20   hyphen_join      im-pression                  impression
1942-04-20   hyphen_join      excel-lent                   excellent
1942-04-20   hyphen_join      objec-tives                  objectives
1942-04-20   hyphen_join      some-thing                   something
1942-04-20   hyphen_join      exer-cise                    exercise
1942-04-20   hyphen_join      super-iority                 superiority
1942-04-20   hyphen_join      opera-tions                  operations
1942-04-20   hyphen_join      aver-age                     average
1942-04-20   hyphen_join      par-ticular                  particular
1942-04-20   hyphen_join      morn-ing                     morning
1942-04-20   hyphen_join      informa-tion                 information
1942-04-20   hyphen_join      informa-tion                 information
1942-04-20   hyphen_join      estim-ated                   estimated
1942-04-20   hyphen_join      addi-tional                  additional
1942-04-20   hyphen_join      util-ized                    utilized
1942-04-20   hyphen_join      antici-pated                 anticipated
1942-04-20   hyphen_join      con-dition                   condition
1942-04-20   hyphen_join      anchor-age                   anchorage
1942-04-20   hyphen_join      In-definite                  Indefinite
1942-04-20   hyphen_join      ad-vanced                    advanced
1942-04-20   hyphen_join      train-ing                    training
1942-04-20   hyphen_join      avail-able                   available
1942-04-20   hyphen_join      amphib-ia                    amphibia
1942-04-20   hyphen_join      concentra-tion               concentration
1942-04-20   hyphen_join      south-ward                   southward
1942-04-20   hyphen_join      There-fore                   Therefore
1942-04-20   hyphen_join      concen-tration               concentration
1942-04-20   hyphen_join      concen-tration               concentration
1942-04-20   hyphen_join      battle-ships                 battleships
1942-04-20   hyphen_join      particular-ly                particularly
1942-04-20   hyphen_join      South-west                   Southwest
1942-04-20   hyphen_join      Informa-tion                 Information
1942-04-20   hyphen_join      oper-ating                   operating
1942-04-20   hyphen_join      allow-ing                    allowing
1942-04-20   hyphen_join      prob-ably                    probably
1942-04-20   hyphen_join      fuel-ing                     fueling
1942-04-20   hyphen_join      In-formation                 Information
1942-04-20   hyphen_join      dis-tance                    distance
1942-04-20   hyphen_join      estim-ated                   estimated
1942-04-20   hyphen_join      North-ern                    Northern
1942-04-20   hyphen_join      inter-ference                interference
1942-04-20   hyphen_join      valu-able                    valuable
1942-04-20   hyphen_join      installa-tions               installations
1942-04-20   hyphen_join      in-direct                    indirect
1942-04-20   hyphen_join      pro-tection                  protection
1942-04-20   hyphen_join      con-suming                   consuming
1942-04-20   hyphen_join      disem-barkation              disembarkation
1942-04-20   hyphen_join      con-tinual                   continual
1942-04-20   hyphen_join      in-formation                 information
1942-04-20   hyphen_join      dark-ness                    darkness
1942-04-20   hyphen_join      land-planes                  landplanes
1942-04-20   hyphen_join      unten-able                   untenable
1942-04-20   hyphen_join      feas-ible                    feasible
1942-04-20   hyphen_join      expos-ing                    exposing
1942-04-20   hyphen_join      dis-advantages               disadvantages
1942-04-20   stray_punct_prefix .ree                         ree
1942-04-20   rn_m             rn                           m
1942-04-20   symbol_repair    y\y                          yoy
1942-04-20   stray_symbol     d\irlng                      dirlng
1942-04-20   digit_sub        f0r                          fOr
1942-04-21   hyphen_join      some-what                    somewhat
1942-04-22   hyphen_join      disappoint-ing               disappointing
1942-04-23   hyphen_join      conversa-tions               conversations
1942-04-23   hyphen_join      Instruc-tions                Instructions
1942-04-23   stray_symbol     fo~e                         foe
1942-04-25   phrase_norm      Cominch                      COMINCH
1942-04-25   phrase_norm      CINCFAC                      CINCPAC
1942-04-25   hyphen_join      conversa-tions               conversations
1942-04-25   hyphen_join      Instruc-tions                Instructions
1942-04-25   hyphen_join      look-outs                    lookouts
1942-04-25   hyphen_join      off-icers                    officers
1942-04-25   hyphen_join      Assump-tions                 Assumptions
1942-04-25   hyphen_join      ar-riving                    arriving
1942-04-25   hyphen_join      con-sidering                 considering
1942-04-25   hyphen_join      Unsuc-cessfully              Unsuccessfully
1942-04-25   rn_m             Fornalhaut                   Fomalhaut
1942-04-27   phrase_norm      Cominch                      COMINCH
1942-04-27   phrase_norm      Cominch                      COMINCH
1942-04-27   phrase_norm      Cominch                      COMINCH
1942-04-28   phrase_norm      Cominch                      COMINCH
1942-04-28   phrase_norm      Cominch                      COMINCH
1942-04-28   phrase_norm      Cominch                      COMINCH
1942-04-28   stray_symbol     s~t                          st
1942-04-29   symbol_repair    Re~r                         Rear
1942-04-29   stray_symbol     Na~hville                    Nahville
1942-04-29   stray_symbol     Ka~chat                      Kachat
1942-04-30   phrase_norm      Cominch                      COMINCH
1942-04-30   phrase_norm      Cominch                      COMINCH
1942-04-30   phrase_norm      Cominch                      COMINCH
1942-04-30   phrase_norm      Cominch                      COMINCH
1942-04-30   phrase_norm      Cominch                      COMINCH
1942-04-30   phrase_norm      Cominch                      COMINCH
1942-04-30   hyphen_join      out-going                    outgoing
1942-04-30   hyphen_join      opera-tions                  operations
1942-04-30   hyphen_join      confi-dential                confidential
1942-04-30   hyphen_join      recom-mends                  recommends
1942-04-30   hyphen_join      appli-cation                 application
1942-04-30   hyphen_join      discre-tion                  discretion
1942-04-30   stray_punct      est.ablished                 established
1942-04-30   stray_punct      operati.ons                  operations
1942-04-30   stray_punct_prefix .from                        from
1942-04-30   stray_punct_prefix .United                      United
1942-04-30   stray_punct_prefix .each                        each
1942-04-30   stray_symbol     replacemen~of                replacemenof
1942-04-30   stray_symbol     re~ests                      reests
1942-04-30   symbol_repair    Fr~nch                       French
1942-04-30   symbol_repair    r~peat                       repeat
1942-04-30   stray_symbol     CO~ThffiNDS                  COThffiNDS
1942-04-30   symbol_repair    command~rs                   commanders
1942-04-30   symbol_repair    committ~e                    committee
1942-04-30   stray_symbol     St~ion                       Stion
1942-04-30   stray_symbol     COMN~ND                      COMNND
1942-05-02   phrase_norm      Cominch                      COMINCH
1942-05-02   phrase_norm      Cominch                      COMINCH
1942-05-02   phrase_norm      Cominch                      COMINCH
1942-05-02   hyphen_join      prelimi-nary                 preliminary
1942-05-02   hyphen_join      sal-vage                     salvage
1942-05-03   phrase_norm      Cominch                      COMINCH
1942-05-04   phrase_norm      Cominch                      COMINCH
1942-05-04   phrase_norm      Cominch                      COMINCH
1942-05-04   phrase_norm      Cominch                      COMINCH
1942-05-04   phrase_norm      Cominch                      COMINCH
1942-05-04   phrase_norm      Cominch                      COMINCH
1942-05-04   phrase_norm      Cominch                      COMINCH
1942-05-04   phrase_norm      Cominch                      COMINCH
1942-05-04   hyphen_join      move-ment                    movement
1942-05-04   hyphen_join      move-ment                    movement
1942-05-04   hyphen_join      auth-ority                   authority
1942-05-04   hyphen_join      instruct-ions                instructions
1942-05-04   hyphen_join      for-warded                   forwarded
1942-05-04   stray_symbol     Ay\ZX                        AyZX
1942-05-05   phrase_norm      Cominch                      COMINCH
1942-05-05   phrase_norm      Cominch                      COMINCH
1942-05-05   hyphen_join      sug-gests                    suggests
1942-05-06   phrase_norm      Cominch                      COMINCH
1942-05-07   phrase_norm      Cominch                      COMINCH
1942-05-07   phrase_norm      Cominch                      COMINCH
1942-05-07   phrase_norm      Cominch                      COMINCH
1942-05-07   phrase_norm      Cominch                      COMINCH
1942-05-07   phrase_norm      Cominch                      COMINCH
1942-05-07   phrase_norm      Cominch                      COMINCH
1942-05-07   phrase_norm      Cominch                      COMINCH
1942-05-07   phrase_norm      Cominch                      COMINCH
1942-05-07   phrase_norm      Cominch                      COMINCH
1942-05-07   phrase_norm      Cominch                      COMINCH
1942-05-07   phrase_norm      CINCPAG                      CINCPAC
1942-05-07   hyphen_join      Com-missioner                Commissioner
1942-05-07   hyphen_join      him-self                     himself
1942-05-07   hyphen_join      avail-able                   available
1942-05-07   hyphen_join      con-trol                     control
1942-05-07   hyphen_join      establish-ment               establishment
1942-05-07   hyphen_join      move-ment                    movement
1942-05-07   hyphen_join      move-ment                    movement
1942-05-07   hyphen_join      communi-cation               communication
1942-05-07   hyphen_join      re-quested                   requested
1942-05-07   hyphen_join      impli-cation                 implication
1942-05-07   hyphen_join      accom-plished                accomplished
1942-05-07   hyphen_join      con-fidence                  confidence
1942-05-07   hyphen_join      in-creased                   increased
1942-05-07   hyphen_join      communi-cation               communication
1942-05-07   hyphen_join      after-noon                   afternoon
1942-05-07   hyphen_join      arrange-ments                arrangements
1942-05-07   hyphen_join      Com-mander                   Commander
1942-05-07   hyphen_join      re-quested                   requested
1942-05-08   phrase_norm      Cominch                      COMINCH
1942-05-08   hyphen_join      Re-sults                     Results
1942-05-08   hyphen_join      follow-ing                   following
1942-05-08   hyphen_join      remain-ing                   remaining
1942-05-08   hyphen_join      com-pletely                  completely
1942-05-08   hyphen_join      Immed-iate                   Immediate
1942-05-09   phrase_norm      Cominch                      COMINCH
1942-05-09   hyphen_join      follow-ing                   following
1942-05-09   hyphen_join      remain-ing                   remaining
1942-05-09   hyphen_join      com-pletely                  completely
1942-05-09   hyphen_join      immed-iate                   immediate
1942-05-09   stray_punct      car.rier                     carrier
1942-05-09   rn_m             sorne                        some
1942-05-09   stray_symbol     con~it                       conit
1942-05-09   stray_symbol     di~m                         dim
1942-05-09   symbol_repair    o~erate                      operate
1942-05-10   phrase_norm      Cominch                      COMINCH
1942-05-10   phrase_norm      Cominch                      COMINCH
1942-05-10   phrase_norm      Cominch                      COMINCH
1942-05-10   phrase_norm      Cominch                      COMINCH
1942-05-10   phrase_norm      Cominch                      COMINCH
1942-05-10   hyphen_join      solu-tion                    solution
1942-05-10   hyphen_join      inves-tigation               investigation
1942-05-10   hyphen_join      dredg-ing                    dredging
1942-05-10   hyphen_join      there-after                  thereafter
1942-05-10   hyphen_join      simultan-eously              simultaneously
1942-05-10   hyphen_join      un-certainty                 uncertainty
1942-05-10   hyphen_join      rout-ing                     routing
1942-05-10   hyphen_join      opera-tions                  operations
1942-05-11   phrase_norm      Cominch                      COMINCH
1942-05-11   phrase_norm      Cominch                      COMINCH
1942-05-11   phrase_norm      Cominch                      COMINCH
1942-05-11   phrase_norm      Cominch                      COMINCH
1942-05-11   phrase_norm      Cominch                      COMINCH
1942-05-11   hyphen_join      pos-sible                    possible
1942-05-11   hyphen_join      cam-paign                    campaign
1942-05-11   digit_sub        Ro3es                        Roges
1942-05-13   phrase_norm      Cominch                      COMINCH
1942-05-13   phrase_norm      Cominch                      COMINCH
1942-05-13   phrase_norm      Cominch                      COMINCH
1942-05-13   phrase_norm      Cominch                      COMINCH
1942-05-13   hyphen_join      strength-ening               strengthening
1942-05-13   hyphen_join      coopera-tion                 cooperation
1942-05-13   hyphen_join      suit-ability                 suitability
1942-05-13   hyphen_join      reinforce-ments              reinforcements
1942-05-13   hyphen_join      evi-dently                   evidently
1942-05-14   phrase_norm      Cominch                      COMINCH
1942-05-14   phrase_norm      Cominch                      COMINCH
1942-05-15   phrase_norm      Cominch                      COMINCH
1942-05-15   phrase_norm      Cominch                      COMINCH
1942-05-15   phrase_norm      Cominch                      COMINCH
1942-05-16   phrase_norm      Cominch                      COMINCH
1942-05-17   phrase_norm      Cominch                      COMINCH
1942-05-17   phrase_norm      Cominch                      COMINCH
1942-05-17   phrase_norm      Cominch                      COMINCH
1942-05-17   phrase_norm      Cominch                      COMINCH
1942-05-17   phrase_norm      Cominch                      COMINCH
1942-05-17   phrase_norm      Cominch                      COMINCH
1942-05-17   phrase_norm      Cominch                      COMINCH
1942-05-17   hyphen_join      indi-cate                    indicate
1942-05-17   hyphen_join      avail-able                   available
1942-05-17   hyphen_join      interest-ing                 interesting
1942-05-17   hyphen_join      con-centration               concentration
1942-05-17   hyphen_join      ack-nowledge                 acknowledge
1942-05-17   hyphen_join      unsatis-factory              unsatisfactory
1942-05-17   hyphen_join      effec-tive                   effective
1942-05-17   hyphen_join      com-prising                  comprising
1942-05-17   hyphen_join      tem-porarily                 temporarily
1942-05-17   hyphen_join      re-placement                 replacement
1942-05-17   hyphen_join      tem-porarily                 temporarily
1942-05-17   hyphen_join      adminis-tration              administration
1942-05-17   hyphen_join      expe-dient                   expedient
1942-05-17   hyphen_join      occupa-tion                  occupation
1942-05-17   hyphen_join      approx-imate                 approximate
1942-05-17   hyphen_join      objec-tive                   objective
1942-05-17   hyphen_join      com-mand                     command
1942-05-17   hyphen_join      pos-sible                    possible
1942-05-17   hyphen_join      appro-priate                 appropriate
1942-05-17   hyphen_join      re-place                     replace
1942-05-17   hyphen_join      oper-ate                     operate
1942-05-17   hyphen_join      prac-tical                   practical
1942-05-17   hyphen_join      par-ticularly                particularly
1942-05-17   stray_symbol     diversion~In                 diversionIn
1942-05-17   stray_symbol     wo\ild                       woild
1942-05-17   digit_sub        C0ld                         COld
1942-05-19   phrase_norm      Cominch                      COMINCH
1942-05-20   phrase_norm      Cominch                      COMINCH
1942-05-20   hyphen_join      Tech-nically                 Technically
1942-05-20   hyphen_join      at-trition                   attrition
1942-05-20   hyphen_join      under-estimate               underestimate
1942-05-20   hyphen_join      be-cause                     because
1942-05-20   hyphen_join      informa-tion                 information
1942-05-20   hyphen_join      ves-sels                     vessels
1942-05-20   hyphen_join      considera-tion               consideration
1942-05-20   hyphen_join      sup-port                     support
1942-05-20   allcaps_prefix   -MIDWAY                      MIDWAY
1942-05-20   stray_symbol     TX\4                         TX4
1942-05-21   phrase_norm      Cominch                      COMINCH
1942-05-21   phrase_norm      Cominch                      COMINCH
1942-05-21   phrase_norm      Cominch                      COMINCH
1942-05-21   hyphen_join      according-ly                 accordingly
1942-05-21   hyphen_join      reinforce-ments              reinforcements
1942-05-21   hyphen_join      occupa-tion                  occupation
1942-05-23   hyphen_join      consider-ation               consideration
1942-05-23   hyphen_join      maxi-mum                     maximum
1942-05-23   hyphen_join      re-placement                 replacement
1942-05-24   phrase_norm      Cominch                      COMINCH
1942-05-24   phrase_norm      Cominch                      COMINCH
1942-05-24   phrase_norm      Cominch                      COMINCH
1942-05-24   hyphen_join      noti-fied                    notified
1942-05-24   hyphen_join      informa-tion                 information
1942-05-25   phrase_norm      Cominch                      COMINCH
1942-05-25   stray_symbol     RICITh~OND                   RICIThOND
1942-05-26   phrase_norm      Cominch                      COMINCH
1942-05-26   phrase_norm      Cominch                      COMINCH
1942-05-27   phrase_norm      Cominch                      COMINCH
1942-05-27   phrase_norm      Cominch                      COMINCH
1942-05-27   phrase_norm      Cominch                      COMINCH
1942-05-27   phrase_norm      Cominch                      COMINCH
1942-05-27   phrase_norm      Cominch                      COMINCH
1942-05-27   phrase_norm      Cominch                      COMINCH
1942-05-27   phrase_norm      Cominch                      COMINCH
1942-05-27   phrase_norm      Cominch                      COMINCH
1942-05-27   hyphen_join      reckless-ness                recklessness
1942-05-27   hyphen_join      infor-mation                 information
1942-05-27   hyphen_join      Com-mission                  Commission
1942-05-27   hyphen_join      para-graph                   paragraph
1942-05-27   hyphen_join      un-loading                   unloading
1942-05-27   hyphen_join      in-cludes                    includes
1942-05-27   hyphen_join      ser-vice                     service
1942-05-27   hyphen_join      ear-marked                   earmarked
1942-05-27   hyphen_join      reconnais-sance              reconnaissance
1942-05-27   hyphen_join      suf-fered                    suffered
1942-05-27   hyphen_join      ad-vocate                    advocate
1942-05-27   hyphen_join      over-come                    overcome
1942-05-27   hyphen_join      hav-ing                      having
1942-05-27   hyphen_join      ad-ministrative              administrative
1942-05-27   hyphen_join      recom-mendations             recommendations
1942-05-27   hyphen_join      ammuni-tion                  ammunition
1942-05-27   hyphen_join      Sink-ing                     Sinking
1942-05-27   hyphen_join      car-rier                     carrier
1942-05-27   hyphen_join      avail-ability                availability
1942-05-27   hyphen_join      main-tained                  maintained
1942-05-27   hyphen_join      practi-cally                 practically
1942-05-27   hyphen_join      re-tired                     retired
1942-05-27   hyphen_join      visi-bility                  visibility
1942-05-27   hyphen_join      inter-cept                   intercept
1942-05-27   hyphen_join      proceed-ing                  proceeding
1942-05-27   hyphen_join      Com-mander                   Commander
1942-05-27   hyphen_join      suf-fered                    suffered
1942-05-27   hyphen_join      ap-proaches                  approaches
1942-05-27   hyphen_join      air-craft                    aircraft
1942-05-27   hyphen_join      informa-tion                 information
1942-05-27   hyphen_join      favor-able                   favorable
1942-05-27   hyphen_join      par-ticularly                particularly
1942-05-27   hyphen_join      train-ing                    training
1942-05-27   hyphen_join      equip-ment                   equipment
1942-05-27   hyphen_join      Per-sonnel                   Personnel
1942-05-27   hyphen_join      allow-ances                  allowances
1942-05-27   hyphen_join      require-ments                requirements
1942-05-27   stray_punct_prefix .Vallis                      Vallis
1942-05-27   stray_punct_prefix .the                         the
1942-05-27   stray_punct_prefix .Such                        Such
1942-05-27   stray_punct_prefix .supply                      supply
1942-05-27   stray_punct_prefix .date                        date
1942-05-27   digit_sub        W0RDEN                       WORDEN
1942-05-28   hyphen_join      re-placements                replacements
1942-05-28   hyphen_join      ade-quate                    adequate
1942-05-28   hyphen_join      confid-ence                  confidence
1942-05-29   phrase_norm      Cominch                      COMINCH
1942-05-30   phrase_norm      Cominch                      COMINCH
1942-05-30   hyphen_join      under-stood                  understood
1942-05-30   hyphen_join      strik-ing                    striking
1942-05-30   hyphen_join      proposi-tion                 proposition
1942-05-30   hyphen_join      Every-thing                  Everything
1942-05-30   stray_punct_prefix .rendezvous                  rendezvous
1942-05-30   stray_symbol     NE\V                         NEV
1942-05-30   stray_symbol     Aidac~Admiral                AidacAdmiral
1942-05-30   symbol_repair    T~sk                         Task
1942-05-30   stray_symbol     Furthe~ore                   Furtheore
1942-06-01   hyphen_join      Every-thing                  Everything
1942-06-02   phrase_norm      Cominch                      COMINCH
1942-06-02   phrase_norm      Cominch                      COMINCH
1942-06-02   phrase_norm      Cominch                      COMINCH
1942-06-02   phrase_norm      Cominch                      COMINCH
1942-06-02   hyphen_join      com-batant                   combatant
1942-06-02   hyphen_join      increas-ing                  increasing
1942-06-02   stray_punct_prefix .follow                      follow
1942-06-03   phrase_norm      Cominch                      COMINCH
1942-06-03   phrase_norm      Cominch                      COMINCH
1942-06-03   stray_punct_prefix .the                         the
1942-06-05   phrase_norm      Cominch                      COMINCH
1942-06-05   phrase_norm      Cominch                      COMINCH
1942-06-05   phrase_norm      Cominch                      COMINCH
1942-06-05   hyphen_join      ex-pected                    expected
1942-06-05   hyphen_join      con-sidered                  considered
1942-06-05   hyphen_join      avail-able                   available
1942-06-05   hyphen_join      avail-able                   available
1942-06-05   hyphen_join      re-maining                   remaining
1942-06-05   hyphen_join      per-sonnel                   personnel
1942-06-05   hyphen_join      them-selves                  themselves
1942-06-05   hyphen_join      de-fense                     defense
1942-06-05   hyphen_join      trans-ports                  transports
1942-06-05   hyphen_join      super-iority                 superiority
1942-06-05   hyphen_join      pos-sible                    possible
1942-06-05   hyphen_join      un-able                      unable
1942-06-05   hyphen_join      be-ing                       being
1942-06-05   hyphen_join      un-doubtedly                 undoubtedly
1942-06-05   hyphen_join      af-ford                      afford
1942-06-05   hyphen_join      at-trition                   attrition
1942-06-05   hyphen_join      with-in                      within
1942-06-05   hyphen_join      nor-mal                      normal
1942-06-05   hyphen_join      other-wise                   otherwise
1942-06-05   hyphen_join      posi-tions                   positions
1942-06-05   hyphen_join      equip-ment                   equipment
1942-06-05   hyphen_join      popu-lation                  population
1942-06-05   hyphen_join      recom-mend                   recommend
1942-06-05   hyphen_join      func-tions                   functions
1942-06-05   hyphen_join      Com-al                       Comal
1942-06-05   hyphen_join      hurry-ing                    hurrying
1942-06-05   hyphen_join      reconnais-sance              reconnaissance
1942-06-05   hyphen_join      Immedi-ately                 Immediately
1942-06-05   hyphen_join      com-bat                      combat
1942-06-05   hyphen_join      attach-ment                  attachment
1942-06-05   hyphen_join      assign-ment                  assignment
1942-06-05   hyphen_join      di-rected                    directed
1942-06-05   hyphen_join      pre-pared                    prepared
