OCR Corrections — 2515 substitutions across 246 entries
========================================================================
DATE         RULE             ORIGINAL                     CORRECTED
1942-06-05   hyphen_join      there-fore                   therefore
1942-06-05   hyphen_join      sub-ject                     subject
1942-06-05   hyphen_join      Com-mand                     Command
1942-06-05   hyphen_join      mes-sage                     message
1942-06-05   hyphen_join      Require-ments                Requirements
1942-06-05   hyphen_join      opera-tions                  operations
1942-06-05   hyphen_join      informa-tion                 information
1942-06-05   hyphen_join      trans-port                   transport
1942-06-05   hyphen_join      short-age                    shortage
1942-06-05   hyphen_join      to-morrow                    tomorrow
1942-06-05   adjacent_join    PRIORI TY                    PRIORITY
1942-06-05   digit_sub        Ro3es                        Roges
1942-06-05   stray_symbol     yCu\C                        yCuC
1942-06-05   symbol_repair    l\G                          laG
1942-06-06   hyphen_join      unload-ing                   unloading
1942-06-06   hyphen_join      Develop-ments                Developments
1942-06-07   phrase_norm      Cominch                      COMINCH
1942-06-07   phrase_norm      Cominch                      COMINCH
1942-06-07   hyphen_join      re-garding                   regarding
1942-06-07   hyphen_join      Haw-aiian                    Hawaiian
1942-06-07   hyphen_join      amphib-ious                  amphibious
1942-06-09   phrase_norm      Cominch                      COMINCH
1942-06-09   phrase_norm      Cominch                      COMINCH
1942-06-09   phrase_norm      Cominch                      COMINCH
1942-06-09   hyphen_join      return-ing                   returning
1942-06-09   hyphen_join      Recom-mend                   Recommend
1942-06-09   hyphen_join      sup-ply                      supply
1942-06-09   hyphen_join      pre-dicted                   predicted
1942-06-09   hyphen_join      Satur-day                    Saturday
1942-06-09   hyphen_join      inclu-sive                   inclusive
1942-06-09   hyphen_join      squad-rons                   squadrons
1942-06-09   hyphen_join      con-tinued                   continued
1942-06-09   hyphen_join      car-riers                    carriers
1942-06-09   hyphen_join      develop-ment                 development
1942-06-09   hyphen_join      con-struction                construction
1942-06-09   hyphen_join      bat-talion                   battalion
1942-06-09   hyphen_join      con-struction                construction
1942-06-09   hyphen_join      ob-served                    observed
1942-06-09   hyphen_join      un-repairable                unrepairable
1942-06-09   hyphen_join      Per-sonnel                   Personnel
1942-06-09   hyphen_join      sur-face                     surface
1942-06-09   hyphen_join      con-struction                construction
1942-06-09   hyphen_join      con-sideration               consideration
1942-06-09   hyphen_join      particu-larly                particularly
1942-06-09   hyphen_join      ac-cordance                  accordance
1942-06-09   hyphen_join      read-justment                readjustment
1942-06-09   hyphen_join      op-portunity                 opportunity
1942-06-09   hyphen_join      Follow-ing                   Following
1942-06-09   hyphen_join      respon-sible                 responsible
1942-06-09   hyphen_join      pre-sent                     present
1942-06-09   hyphen_join      require-ments                requirements
1942-06-09   hyphen_join      con-tacts                    contacts
1942-06-09   hyphen_join      require-ments                requirements
1942-06-09   hyphen_join      Indi-vidual                  Individual
1942-06-09   hyphen_join      move-ment                    movement
1942-06-09   hyphen_join      neces-sity                   necessity
1942-06-09   hyphen_join      prob-able                    probable
1942-06-09   hyphen_join      recom-mended                 recommended
1942-06-09   hyphen_join      air-craft                    aircraft
1942-06-09   hyphen_join      develop-ment                 development
1942-06-09   hyphen_join      require-ments                requirements
1942-06-09   hyphen_join      chang-ing                    changing
1942-06-09   hyphen_join      un-desirable                 undesirable
1942-06-09   hyphen_join      ad-dition                    addition
1942-06-09   hyphen_join      in-formation                 information
1942-06-09   hyphen_join      withdraw-ing                 withdrawing
1942-06-09   stray_punct_prefix .rea                         rea
1942-06-09   stray_punct_prefix .between                     between
1942-06-09   digit_sub        L0cal                        LOcal
1942-06-10   phrase_norm      Cominch                      COMINCH
1942-06-11   phrase_norm      Cominch                      COMINCH
1942-06-11   phrase_norm      Cominch                      COMINCH
1942-06-11   hyphen_join      pre-pare                     prepare
1942-06-11   hyphen_join      retire-ment                  retirement
1942-06-11   hyphen_join      in-dicate                    indicate
1942-06-11   hyphen_join      installa-tions               installations
1942-06-12   hyphen_join      con-struction                construction
1942-06-13   phrase_norm      Cominch                      COMINCH
1942-06-13   hyphen_join      carry-ing                    carrying
1942-06-14   phrase_norm      Cominch                      COMINCH
1942-06-15   phrase_norm      Cominch                      COMINCH
1942-06-15   phrase_norm      Cominch                      COMINCH
1942-06-15   phrase_norm      Cominch                      COMINCH
1942-06-15   hyphen_join      carry-ing                    carrying
1942-06-15   hyphen_join      ex-hausted                   exhausted
1942-06-15   hyphen_join      circum-stances               circumstances
1942-06-15   hyphen_join      Jap-anese                    Japanese
1942-06-15   hyphen_join      re-peatedly                  repeatedly
1942-06-16   phrase_norm      Cominch                      COMINCH
1942-06-16   phrase_norm      Cominch                      COMINCH
1942-06-16   hyphen_join      ex-hausted                   exhausted
1942-06-16   hyphen_join      circum-stances               circumstances
1942-06-16   hyphen_join      Jap-anese                    Japanese
1942-06-16   hyphen_join      re-peatedly                  repeatedly
1942-06-16   stray_symbol     I~ands                       Iands
1942-06-17   phrase_norm      Cominch                      COMINCH
1942-06-17   hyphen_join      destin-ation                 destination
1942-06-17   hyphen_join      ad-dition                    addition
1942-06-18   phrase_norm      Cominch                      COMINCH
1942-06-18   hyphen_join      ad-dition                    addition
1942-06-18   stray_punct_prefix .views                       views
1942-06-18   symbol_repair    Z~d                          Zad
1942-06-20   phrase_norm      Cominch                      COMINCH
1942-06-20   phrase_norm      Cominch                      COMINCH
1942-06-20   hyphen_join      oper-ate                     operate
1942-06-20   hyphen_join      interest-ing                 interesting
1942-06-20   hyphen_join      ap-parently                  apparently
1942-06-20   hyphen_join      oper-ate                     operate
1942-06-21   phrase_norm      Comineh                      COMINCH
1942-06-21   phrase_norm      Cominch                      COMINCH
1942-06-21   phrase_norm      Cominch                      COMINCH
1942-06-21   phrase_norm      Cominch                      COMINCH
1942-06-21   phrase_norm      Cominch                      COMINCH
1942-06-21   phrase_norm      Cominch                      COMINCH
1942-06-21   phrase_norm      Cominch                      COMINCH
1942-06-21   phrase_norm      Cominch                      COMINCH
1942-06-21   phrase_norm      Cominch                      COMINCH
1942-06-21   phrase_norm      Cominch                      COMINCH
1942-06-21   phrase_norm      Cominch                      COMINCH
1942-06-21   phrase_norm      Cominch                      COMINCH
1942-06-21   phrase_norm      Cominch                      COMINCH
1942-06-21   phrase_norm      Cominch                      COMINCH
1942-06-21   phrase_norm      Cominch                      COMINCH
1942-06-21   phrase_norm      Cominch                      COMINCH
1942-06-21   phrase_norm      Cominch                      COMINCH
1942-06-21   phrase_norm      Cominch                      COMINCH
1942-06-21   phrase_norm      Cominch                      COMINCH
1942-06-21   phrase_norm      Cominch                      COMINCH
1942-06-21   phrase_norm      Cominch                      COMINCH
1942-06-21   phrase_norm      Cominch                      COMINCH
1942-06-21   phrase_norm      Cominch                      COMINCH
1942-06-21   phrase_norm      Cominch                      COMINCH
1942-06-21   phrase_norm      Cominch                      COMINCH
1942-06-21   phrase_norm      Cominch                      COMINCH
1942-06-21   phrase_norm      Cominch                      COMINCH
1942-06-21   phrase_norm      Cominch                      COMINCH
1942-06-21   phrase_norm      Cominch                      COMINCH
1942-06-21   phrase_norm      Cominch                      COMINCH
1942-06-21   phrase_norm      Cominch                      COMINCH
1942-06-21   phrase_norm      Cominch                      COMINCH
1942-06-21   phrase_norm      Cominch                      COMINCH
1942-06-21   phrase_norm      CINC~AC                      CINCPAC
1942-06-21   phrase_norm      CINCPAO                      CINCPAC
1942-06-21   phrase_norm      CINCPAO                      CINCPAC
1942-06-21   phrase_norm      CINCPAG                      CINCPAC
1942-06-21   phrase_norm      Task Porce                   Task Force
1942-06-21   hyphen_join      oper-ate                     operate
1942-06-21   hyphen_join      amphib-ious                  amphibious
1942-06-21   hyphen_join      under-take                   undertake
1942-06-21   hyphen_join      remain-ing                   remaining
1942-06-21   hyphen_join      auto-matic                   automatic
1942-06-21   hyphen_join      pro-vision                   provision
1942-06-21   hyphen_join      detach-ment                  detachment
1942-06-21   hyphen_join      desig-nated                  designated
1942-06-21   hyphen_join      avail-able                   available
1942-06-21   hyphen_join      execu-tions                  executions
1942-06-21   hyphen_join      prepara-tion                 preparation
1942-06-21   hyphen_join      as-sumption                  assumption
1942-06-21   hyphen_join      con-struction                construction
1942-06-21   hyphen_join      desir-able                   desirable
1942-06-21   hyphen_join      approx-imately               approximately
1942-06-21   hyphen_join      ob-jective                   objective
1942-06-21   hyphen_join      com-mand                     command
1942-06-21   hyphen_join      Com-mander                   Commander
1942-06-21   hyphen_join      with-drawal                  withdrawal
1942-06-21   hyphen_join      sup-port                     support
1942-06-21   hyphen_join      rein-forcements              reinforcements
1942-06-21   hyphen_join      opera-tion                   operation
1942-06-21   hyphen_join      Com-mander                   Commander
1942-06-21   hyphen_join      prepara-tion                 preparation
1942-06-21   hyphen_join      South-west                   Southwest
1942-06-21   hyphen_join      avail-able                   available
1942-06-21   hyphen_join      com-missioned                commissioned
1942-06-21   hyphen_join      bombard-ment                 bombardment
1942-06-21   hyphen_join      construc-tion                construction
1942-06-21   hyphen_join      De-fense                     Defense
1942-06-21   hyphen_join      Regi-ment                    Regiment
1942-06-21   hyphen_join      cen-tral                     central
1942-06-21   hyphen_join      expe-ditionary               expeditionary
1942-06-21   hyphen_join      In-formation                 Information
1942-06-21   hyphen_join      con-ference                  conference
1942-06-21   hyphen_join      ship-ping                    shipping
1942-06-21   hyphen_join      progres-sively               progressively
1942-06-21   hyphen_join      instal-lations               installations
1942-06-21   hyphen_join      develop-ment                 development
1942-06-21   hyphen_join      re-quire                     require
1942-06-21   hyphen_join      replenish-ments              replenishments
1942-06-21   hyphen_join      reconnais-sance              reconnaissance
1942-06-21   hyphen_join      pro-vided                    provided
1942-06-21   hyphen_join      instruc-tions                instructions
1942-06-21   hyphen_join      confi-dence                  confidence
1942-06-21   hyphen_join      success-ful                  successful
1942-06-21   hyphen_join      com-mand                     command
1942-06-21   hyphen_join      sub-marines                  submarines
1942-06-21   hyphen_join      opera-tional                 operational
1942-06-21   hyphen_join      suf-ficient                  sufficient
1942-06-21   hyphen_join      con-tinuance                 continuance
1942-06-21   hyphen_join      es-tablishment               establishment
1942-06-21   hyphen_join      air-fields                   airfields
1942-06-21   hyphen_join      pre-vent                     prevent
1942-06-21   hyphen_join      in-crease                    increase
1942-06-21   hyphen_join      head-quarters                headquarters
1942-06-21   hyphen_join      per-sonnel                   personnel
1942-06-21   hyphen_join      detach-ment                  detachment
1942-06-21   hyphen_join      Govern-ment                  Government
1942-06-21   hyphen_join      Washing-ton                  Washington
1942-06-21   hyphen_join      in-volved                    involved
1942-06-21   hyphen_join      condi-tions                  conditions
1942-06-21   hyphen_join      nec-essary                   necessary
1942-06-21   hyphen_join      con-sidered                  considered
1942-06-21   hyphen_join      pos-sible                    possible
1942-06-21   hyphen_join      gar-risons                   garrisons
1942-06-21   hyphen_join      harb-or                      harbor
1942-06-21   hyphen_join      correspond-ing               corresponding
1942-06-21   hyphen_join      antici-pated                 anticipated
1942-06-21   hyphen_join      sub-marines                  submarines
1942-06-21   hyphen_join      en-couraging                 encouraging
1942-06-21   hyphen_join      visi-bility                  visibility
1942-06-21   hyphen_join      with-draw                    withdraw
1942-06-21   hyphen_join      oper-ations                  operations
1942-06-21   hyphen_join      considera-tion               consideration
1942-06-21   hyphen_join      considera-tion               consideration
1942-06-21   hyphen_join      diver-sionary                diversionary
1942-06-21   hyphen_join      com-plete                    complete
1942-06-21   hyphen_join      cover-age                    coverage
1942-06-21   hyphen_join      squad-rons                   squadrons
1942-06-21   hyphen_join      car-riers                    carriers
1942-06-21   hyphen_join      offen-sive                   offensive
1942-06-21   hyphen_join      pre-viously                  previously
1942-06-21   hyphen_join      load-ing                     loading
1942-06-21   hyphen_join      land-ing                     landing
1942-06-21   hyphen_join      accomplish-ment              accomplishment
1942-06-21   hyphen_join      ini-tiated                   initiated
1942-06-21   hyphen_join      neutrali-zation              neutralization
1942-06-21   hyphen_join      per-sonal                    personal
1942-06-21   hyphen_join      con-ferences                 conferences
1942-06-21   hyphen_join      prin-ciples                  principles
1942-06-21   hyphen_join      under-estimated              underestimated
1942-06-21   hyphen_join      con-siderable                considerable
1942-06-21   hyphen_join      trans-port                   transport
1942-06-21   hyphen_join      ex-cept                      except
1942-06-21   hyphen_join      mes-sages                    messages
1942-06-21   hyphen_join      pro-tection                  protection
1942-06-21   hyphen_join      pro-tect                     protect
1942-06-21   hyphen_join      availa-bility                availability
1942-06-21   hyphen_join      des-tined                    destined
1942-06-21   hyphen_join      there-to                     thereto
1942-06-21   hyphen_join      re-quests                    requests
1942-06-21   hyphen_join      car-riers                    carriers
1942-06-21   hyphen_join      employ-ment                  employment
1942-06-21   hyphen_join      air-craft                    aircraft
1942-06-21   hyphen_join      inflam-mable                 inflammable
1942-06-21   hyphen_join      engineer-ing                 engineering
1942-06-21   hyphen_join      state-ments                  statements
1942-06-21   hyphen_join      inter-cept                   intercept
1942-06-21   hyphen_join      in-cluding                   including
1942-06-21   hyphen_join      battle-ships                 battleships
1942-06-21   hyphen_join      ob-tained                    obtained
1942-06-21   hyphen_join      infor-mation                 information
1942-06-21   hyphen_join      tor-pedoed                   torpedoed
1942-06-21   hyphen_join      start-ing                    starting
1942-06-21   hyphen_join      re-tirement                  retirement
1942-06-21   hyphen_join      Con-dition                   Condition
1942-06-21   hyphen_join      am-munition                  ammunition
1942-06-21   hyphen_join      involv-ing                   involving
1942-06-21   hyphen_join      oc-cupied                    occupied
1942-06-21   hyphen_join      move-ment                    movement
1942-06-21   hyphen_join      con-struction                construction
1942-06-21   hyphen_join      sug-gest                     suggest
1942-06-21   hyphen_join      recom-mend                   recommend
1942-06-21   hyphen_join      reinforce-ments              reinforcements
1942-06-21   hyphen_join      po-sition                    position
1942-06-21   hyphen_join      de-stroyers                  destroyers
1942-06-21   hyphen_join      carry-ing                    carrying
1942-06-21   hyphen_join      ar-rival                     arrival
1942-06-21   hyphen_join      Air-craft                    Aircraft
1942-06-21   hyphen_join      condi-tions                  conditions
1942-06-21   hyphen_join      recommenda-tion              recommendation
1942-06-21   hyphen_join      Recon-noiter                 Reconnoiter
1942-06-21   hyphen_join      pay-ing                      paying
1942-06-21   hyphen_join      hos-tile                     hostile
1942-06-21   hyphen_join      Construc-tion                Construction
1942-06-21   hyphen_join      con-tact                     contact
1942-06-21   hyphen_join      excel-lently                 excellently
1942-06-21   hyphen_join      what-ever                    whatever
1942-06-21   hyphen_join      immedi-ately                 immediately
1942-06-21   hyphen_join      trans-ferred                 transferred
1942-06-21   hyphen_join      comple-tion                  completion
1942-06-21   hyphen_join      ves-sels                     vessels
1942-06-21   hyphen_join      Ring-bolt                    Ringbolt
1942-06-21   hyphen_join      of-fensive                   offensive
1942-06-21   hyphen_join      condi-tions                  conditions
1942-06-21   hyphen_join      ap-peared                    appeared
1942-06-21   hyphen_join      sup-port                     support
1942-06-21   hyphen_join      posi-tions                   positions
1942-06-21   hyphen_join      sus-tained                   sustained
1942-06-21   hyphen_join      water-line                   waterline
1942-06-21   hyphen_join      leak-ing                     leaking
1942-06-21   hyphen_join      practica-ble                 practicable
1942-06-21   hyphen_join      anti-aircraft                antiaircraft
1942-06-21   hyphen_join      eng-ine                      engine
1942-06-21   hyphen_join      sur-face                     surface
1942-06-21   hyphen_join      impro-bable                  improbable
1942-06-21   hyphen_join      nec-essary                   necessary
1942-06-21   hyphen_join      con-sidered                  considered
1942-06-21   hyphen_join      opera-tion                   operation
1942-06-21   hyphen_join      re-quest                     request
1942-06-21   hyphen_join      reinforce-ment               reinforcement
1942-06-21   stray_punct      c;onjunction                 conjunction
1942-06-21   stray_punct      acc.omplished                accomplished
1942-06-21   stray_punct      remain.der                   remainder
1942-06-21   stray_punct      lea.st                       least
1942-06-21   stray_punct      compr.ise                    comprise
1942-06-21   stray_punct      de.stroyers                  destroyers
1942-06-21   stray_punct      a:irfield                    airfield
1942-06-21   stray_punct      ar.ea                        area
1942-06-21   stray_punct      fir.m                        firm
1942-06-21   stray_punct      deter.mine                   determine
1942-06-21   stray_punct      Ar.my                        Army
1942-06-21   stray_punct      Seizur.e                     Seizure
1942-06-21   stray_punct      airc.raft                    aircraft
1942-06-21   stray_punct      arra.ngements                arrangements
1942-06-21   stray_punct      Consi.der                    Consider
1942-06-21   stray_punct      to.rgot                      torgot
1942-06-21   stray_punct      a.rea                        area
1942-06-21   stray_punct      po:rr                        porr
1942-06-21   stray_punct      j.udications                 judications
1942-06-21   stray_punct      confere.nce                  conference
1942-06-21   stray_punct      approa.ch                    approach
1942-06-21   stray_punct      crui.sers                    cruisers
1942-06-21   stray_punct      complete:d                   completed
1942-06-21   stray_punct      a:rea                        area
1942-06-21   stray_punct      ratio.n                      ration
1942-06-21   stray_punct      cons.truction                construction
1942-06-21   stray_punct      ti;me                        time
1942-06-21   stray_punct      machiner:y                   machinery
1942-06-21   stray_punct      o:pen                        open
1942-06-21   stray_punct      conside.rations              considerations
1942-06-21   stray_punct      ope.ration                   operation
1942-06-21   stray_punct      mo:ve                        move
1942-06-21   stray_punct      Nav:al                       Naval
1942-06-21   stray_punct      e.fficiency                  efficiency
1942-06-21   stray_punct      p:rimary                     primary
1942-06-21   stray_punct      per;mit                      permit
1942-06-21   stray_punct      subse.quent                  subsequent
1942-06-21   stray_punct      area.s                       areas
1942-06-21   stray_punct      SqU:adron                    SqUadron
1942-06-21   stray_punct      serv:icing                   servicing
1942-06-21   stray_punct      f.our                        four
1942-06-21   stray_punct      grou:ps                      groups
1942-06-21   stray_punct      cove.r                       cover
1942-06-21   stray_punct      proceed.ing                  proceeding
1942-06-21   stray_punct      Aug:ust                      August
1942-06-21   stray_punct      can.cel                      cancel
1942-06-21   stray_punct      he.re                        here
1942-06-21   stray_punct      Unit.ed                      United
1942-06-21   stray_punct      ear.ly                       early
1942-06-21   stray_punct      ap.proval                    approval
1942-06-21   stray_punct      onwar.d                      onward
1942-06-21   stray_punct      Admir:alty                   Admiralty
1942-06-21   stray_punct      exp.edite                    expedite
1942-06-21   stray_punct      He.avy                       Heavy
1942-06-21   stray_punct      wer.e                        were
1942-06-21   stray_punct      Forc.es                      Forces
1942-06-21   stray_punct      spotti;ng                    spotting
1942-06-21   stray_punct      firs.t                       first
1942-06-21   stray_punct      gri.ft                       grift
1942-06-21   stray_punct      ha:ve                        have
1942-06-21   stray_punct      cas;ual                      casual
1942-06-21   stray_punct      ba:rbed                      barbed
1942-06-21   stray_punct      ti.es                        ties
1942-06-21   stray_punct      indi.cate                    indicate
1942-06-21   stray_punct      gr.oup                       group
1942-06-21   stray_punct      sec.ret                      secret
1942-06-21   stray_punct      pe:rsonnel                   personnel
1942-06-21   stray_punct      typ.e                        type
1942-06-21   stray_punct      Ca.ptain                     Captain
1942-06-21   stray_punct      f.rom                        from
1942-06-21   stray_punct      Co:mA                        ComA
1942-06-21   stray_punct      s.ame                        same
1942-06-21   stray_punct      congesti.on                  congestion
1942-06-21   stray_punct      boa:rd                       board
1942-06-21   stray_punct      pa.trol                      patrol
1942-06-21   stray_punct      agai:n                       again
1942-06-21   stray_punct      Som:e                        Some
1942-06-21   stray_punct      s.ent                        sent
1942-06-21   stray_punct      avia:tion                    aviation
1942-06-21   stray_punct      immed:iately                 immediately
1942-06-21   stray_punct      Ant.icipated                 Anticipated
1942-06-21   stray_punct      w.ill                        will
1942-06-21   stray_punct      betwe.en                     between
1942-06-21   stray_punct      Rega:rd                      Regard
1942-06-21   stray_punct      ne.xt                        next
1942-06-21   stray_punct      repla.cement                 replacement
1942-06-21   stray_punct      co:mmunication               communication
1942-06-21   stray_punct      ha;ve                        have
1942-06-21   stray_punct      Pa.ra                        Para
1942-06-21   stray_punct      rad.ar                       radar
1942-06-21   stray_punct      personne.l                   personnel
1942-06-21   stray_punct      fo;rces                      forces
1942-06-21   stray_punct      par.t                        part
1942-06-21   stray_punct_prefix .hand                        hand
1942-06-21   stray_punct_prefix .three                       three
1942-06-21   stray_punct_prefix .Army                        Army
1942-06-21   stray_punct_prefix .fully                       fully
1942-06-21   stray_punct_prefix .Area                        Area
1942-06-21   stray_punct_prefix :pass                        pass
1942-06-21   stray_punct_prefix .there                       there
1942-06-21   stray_punct_prefix .operation                   operation
1942-06-21   stray_punct_prefix :Marine                      Marine
1942-06-21   stray_punct_prefix .that                        that
1942-06-21   stray_punct_prefix .for                         for
1942-06-21   stray_punct_prefix :take                        take
1942-06-21   stray_punct_prefix :from                        from
1942-06-21   stray_punct_prefix .about                       about
1942-06-21   stray_punct_prefix .speed                       speed
1942-06-21   stray_punct_prefix .Jill                        Jill
1942-06-21   stray_punct_prefix :for                         for
1942-06-21   stray_punct_prefix :bange                       bange
1942-06-21   stray_punct_prefix .bombardment                 bombardment
1942-06-21   stray_punct_prefix :forces                      forces
1942-06-21   stray_punct_prefix .North                       North
1942-06-21   stray_punct_prefix .July                        July
1942-06-21   stray_punct_prefix .return                      return
1942-06-21   stray_punct_prefix :ret                         ret
1942-06-21   stray_punct_prefix :for                         for
1942-06-21   stray_punct_prefix .Task                        Task
1942-06-21   stray_punct_prefix .operations                  operations
1942-06-21   stray_punct_prefix .freedom                     freedom
1942-06-21   stray_punct_prefix .and                         and
1942-06-21   stray_punct_prefix .air                         air
1942-06-21   stray_punct_prefix .did                         did
1942-06-21   stray_punct_prefix .who                         who
1942-06-21   stray_punct_prefix .Defense                     Defense
1942-06-21   stray_punct_prefix .but                         but
1942-06-21   stray_punct_prefix .regiment                    regiment
1942-06-21   stray_punct_prefix .from                        from
1942-06-21   stray_punct_prefix .Modify                      Modify
1942-06-21   stray_punct_prefix :til                         til
1942-06-21   stray_punct_prefix ;plans                       plans
1942-06-21   stray_punct_prefix .This                        This
1942-06-21   stray_punct_prefix :that                        that
1942-06-21   stray_punct_prefix :for                         for
1942-06-21   stray_punct_prefix ;your                        your
1942-06-21   stray_punct_prefix :plan                        plan
1942-06-21   stray_punct_prefix :Your                        Your
1942-06-21   stray_punct_prefix :thereto                     thereto
1942-06-21   stray_punct_prefix .expected                    expected
1942-06-21   stray_punct_prefix :Plan                        Plan
1942-06-21   stray_punct_prefix .men                         men
1942-06-21   stray_punct_prefix .trolling                    trolling
1942-06-21   stray_punct_prefix .rier                        rier
1942-06-21   stray_punct_prefix .for                         for
1942-06-21   stray_punct_prefix .air                         air
1942-06-21   stray_punct_prefix .attacks                     attacks
1942-06-21   stray_punct_prefix .message                     message
1942-06-21   stray_punct_prefix .fire                        fire
1942-06-21   stray_punct_prefix .presume                     presume
1942-06-21   stray_punct_prefix .for                         for
1942-06-21   stray_punct_prefix :Handle                      Handle
1942-06-21   stray_punct_prefix .most                        most
1942-06-21   stray_punct_prefix .Due                         Due
1942-06-21   stray_punct_prefix ;orced                       orced
1942-06-21   stray_punct_prefix .Information                 Information
1942-06-21   stray_punct_prefix .recommendation              recommendation
1942-06-21   stray_punct_prefix .SAl                         SAl
1942-06-21   stray_punct_prefix .protection                  protection
1942-06-21   stray_punct_prefix .one                         one
1942-06-21   stray_punct_prefix .realizing                   realizing
1942-06-21   stray_punct_prefix .feel                        feel
1942-06-21   stray_punct_prefix :repeat                      repeat
1942-06-21   stray_punct_prefix .for                         for
1942-06-21   stray_punct_prefix .strength                    strength
1942-06-21   stray_punct_prefix .this                        this
1942-06-21   stray_punct_prefix :para                        para
1942-06-21   stray_punct_prefix :from                        from
1942-06-21   adjacent_join    Sout hwest                   Southwest
1942-06-21   adjacent_join    Paci fic                     Pacific
1942-06-21   adjacent_join    pr obably                    probably
1942-06-21   adjacent_join    adj acent                    adjacent
1942-06-21   adjacent_join    withdr awal                  withdrawal
1942-06-21   adjacent_join    effici ent                   efficient
1942-06-21   stray_symbol     dra~vinr                     dravinr
1942-06-21   symbol_repair    vi~ws                        views
1942-06-21   stray_symbol     ea~terly                     eaterly
1942-06-21   digit_sub        w1nd                         wInd
1942-06-21   symbol_repair    atta~k                       attask
1942-06-21   symbol_repair    reque~t                      request
1942-06-21   symbol_repair    a~ong                        along
1942-06-21   symbol_repair    s~izure                      seizure
1942-06-21   stray_symbol     reenforc~d                   reenforcd
1942-06-21   symbol_repair    squ~dron                     squadron
1942-06-21   stray_symbol     de~atch                      deatch
1942-06-21   stray_symbol     CO~J                         COJ
1942-06-21   stray_symbol     Al\JfDHIBlPORPAC             AlJfDHIBlPORPAC
1942-06-21   symbol_repair    St~tes                       States
1942-06-21   stray_symbol     Lt\E                         LtE
1942-06-21   stray_symbol     GUII\frGA                    GUIIfrGA
1942-06-21   stray_symbol     JJ~TN                        JJTN
1942-06-21   stray_symbol     SLA1~D                       SLA1D
1942-06-21   rn_m             ern                          em
1942-06-21   rn_m             comrnander                   commander
1942-06-21   stray_symbol     J\TF                         JTF
1942-06-21   stray_symbol     T\fETV                       TfETV
1942-06-21   stray_symbol     J\ND                         JND
1942-06-21   stray_symbol     COME~OWESPAC                 COMEOWESPAC
1942-06-21   stray_symbol     ZEALAJ\ID                    ZEALAJID
1942-06-21   stray_symbol     l\RMY                        lRMY
1942-06-21   stray_symbol     J~anders                     Janders
1942-06-21   rn_m             rn                           m
1942-06-21   digit_sub        a1r                          aIr
1942-06-21   symbol_repair    apparen~ly                   apparently
1942-06-21   symbol_repair    re~ommend                    recommend
1942-06-21   symbol_repair    na~al                        nasal
1942-06-21   stray_symbol     c~oncepts                    concepts
1942-06-21   symbol_repair    iso~ation                    isolation
1942-06-21   stray_symbol     not~V                        notV
1942-06-21   stray_symbol     Fle~t                        Flet
1942-06-21   symbol_repair    m~de                         made
1942-06-21   stray_symbol     Plat~e                       Plate
1942-06-21   stray_symbol     Y~NAWHA                      YNAWHA
1942-06-21   symbol_repair    P~cific                      Pacific
1942-06-21   digit_sub        intell1gence                 intellIgence
1942-06-21   stray_symbol     C01~0PAC                     C010PAC
1942-06-21   symbol_repair    pro~osal                     proposal
1942-06-21   symbol_repair    acco~nt                      account
1942-06-21   stray_symbol     n~ugust                      nugust
1942-06-21   stray_symbol     ComS\lesPacJ                 ComSlesPacJ
1942-06-21   stray_symbol     GUJ~DllLCA                   GUJDllLCA
1942-06-21   stray_symbol     cm~1ander                    cm1ander
1942-06-21   stray_symbol     ISOPJ~C                      ISOPJC
1942-06-21   stray_symbol     hi~1t                        hi1t
1942-06-21   digit_sub        hi1t                         hilt
1942-06-21   stray_symbol     Con~askFor                   ConaskFor
1942-06-21   rn_m             rna                          ma
1942-06-21   stray_symbol     PEJ~RL                       PEJRL
1942-06-21   stray_symbol     til~s                        tils
1942-06-21   rn_m             rn                           m
1942-06-21   symbol_repair    Jul~r                        Juler
1942-06-21   stray_symbol     COI1G~NIIA                   COI1GNIIA
1942-06-21   symbol_repair    sti~l                        still
1942-06-21   stray_symbol     cor1p~rtment                 cor1prtment
1942-06-21   stray_symbol     ir1~ortant                   ir1ortant
1942-06-21   symbol_repair    obj~ctive                    objective
1942-06-21   stray_symbol     sear~ching                   searching
1942-06-21   stray_symbol     be~ng                        beng
1942-06-21   stray_symbol     IINC~I                       IINCI
1942-06-21   stray_symbol     U~Ci~RTEUH                   UCiRTEUH
1942-06-21   digit_sub        r1ply                        rIply
1942-06-21   leading_l        lGOl                         GOl
1942-06-21   stray_symbol     COMSOUESPAC~ilOR             COMSOUESPACilOR
1942-06-21   symbol_repair    tr~h                         trah
1942-06-21   symbol_repair    S~B                          SaB
1942-06-21   stray_symbol     T~1ree                       T1ree
1942-06-21   stray_symbol     acAr~hur                     acArhur
1942-06-21   stray_symbol     ap~roaoh                     aproaoh
1942-06-21   symbol_repair    pell~d                       pelled
1942-06-21   stray_symbol     App~ecia                     Appecia
1942-06-21   symbol_repair    assu~ed                      assured
1942-06-21   symbol_repair    unab~e                       unable
1942-06-21   stray_symbol     LO~IG                        LOIG
1942-06-21   symbol_repair    re~eased                     released
1942-06-21   stray_symbol     op~ration~                   opration~
1942-06-21   symbol_repair    Ta~k                         Talk
1942-06-21   symbol_repair    de~ensive                    defensive
1942-06-21   stray_symbol     le~s                         les
